room_id;room_name;room_length;room_width;room_height;lamp_id;lamp_name;x;y;z;x_norm;y_norm;z_norm
1S$f5UJPL6lvvbafDPKeK_;0.01;21.927999999999997;3.2395000000003;2.7;1SWMF$5MD9GBRQcRWlYxId;63_LF_Taurac_I1D13501 LED 3W algemeen NV spot:T5:3208475;13.3252500000001;14.404;2.4;0.8495644837650539;0.5000771724031021;0.8888888888888888
1S$f5UJPL6lvvbafDPKeK_;0.01;21.927999999999997;3.2395000000003;2.7;1SWMF$5MD9GBRQcRWlYxIQ;63_LF_Taurac_I1D13501 LED 3W algemeen NV spot:T5:3208486;-2.87474999999986;14.404;2.4;0.11078301714703305;0.5000771724031021;0.8888888888888888
1S$f5UJPL6lvvbafDPKeK_;0.01;21.927999999999997;3.2395000000003;2.7;3Ya$$51WnCCBYU2s1sRCH7;63_LF_Taurac_E1D14501 LED 2W vluchtwegarmatuur inbouw pijl boven:T3:3247501;-5.0977019313503895;14.404;2.4;0.009407974673915121;0.5000771724031021;0.8888888888888888
1S$f5UJPL6lvvbafDPKeK_;0.01;21.927999999999997;3.2395000000003;2.7;2QqltMPCPDIBnG8AIEbiet;64_DD_ledige leiding:ledige leiding:3345322;6.0487060209006005;12.784;1.8;0.5177264693953212;0.0;0.6666666666666666
1S$f5UJPL6lvvbafDPKeK_;0.01;21.927999999999997;3.2395000000003;2.7;2QqltMPCPDIBnG8AIEbifG;64_DD_ledige leiding:ledige leiding:3345357;-0.25129397909940104;12.784;1.8;0.23042256571053446;0.0;0.6666666666666666
1S$f5UJPL6lvvbafDPKeK_;0.01;21.927999999999997;3.2395000000003;2.7;2QqltMPCPDIBnG8AIEbif3;64_DD_ledige leiding:ledige leiding:3345374;12.3487060209006;12.784;1.8;0.8050303730801078;0.0;0.6666666666666666
1S$f5UJPL6lvvbafDPKeK_;0.01;21.927999999999997;3.2395000000003;2.7;2$okbmd6XAJRx0aaossU4e;63_LF_Taurac_I1D13501 LED 3W algemeen NV spot:T5:3349661;5.52525000000014;14.404;2.4;0.49385488872674854;0.5000771724031021;0.8888888888888888
2Le24RSsr5uu5zp3vSBI7x;0.14;2.8700000000000294;2.06300000000045;2.7;1T2gIgZtfDF8X73MDN5Oo8;63_LF_Taurac_B1D14601 LED 4W noodverlichting:T1:3486245;16.084;8.32351926560515;2.465;0.8763066202090901;0.7840616895808781;0.9129629629629629
2Le24RSsr5uu5zp3vSBI7O;0.13;2.869999999999999;3.8499999999999996;2.7;23apFkEL94VuPuqUGL0iwW;63_LF_Interlight_IL-CLSR360E:I1:3663970;16.084;9.804;2.465;0.876306620209059;0.2506493506493506;0.9129629629629629
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;1SWMF$5MD9GBRQcRWlYxKp;63_LF_Taurac_I1D13501 LED 3W algemeen NV spot:T5:3208335;36.8252500000001;14.404;2.4;0.9247228993239249;0.5000771724031482;0.8888888888888888
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;1SWMF$5MD9GBRQcRWlYxL7;63_LF_Taurac_I1D13501 LED 3W algemeen NV spot:T5:3208443;27.2252500000001;14.404;2.4;0.48320149013476044;0.5000771724031482;0.8888888888888888
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;1SWMF$5MD9GBRQcRWlYxIs;63_LF_Taurac_I1D13501 LED 3W algemeen NV spot:T5:3208458;20.0252500000001;14.404;2.4;0.15206043324288726;0.5000771724031482;0.8888888888888888
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;3Ya$$51WnCCBYU2s1sRCGm;63_LF_Taurac_E1D14501 LED 2W vluchtwegarmatuur inbouw pijl boven:T3:3247610;38.115701931350294;14.404;2.4;0.9840731238260724;0.5000771724031482;0.8888888888888888
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;2QqltMPCPDIBnG8AIEbifo;64_DD_ledige leiding:ledige leiding:3345391;31.248706020900602;12.784;1.8;0.6682475289012831;0.0;0.6666666666666666
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;2QqltMPCPDIBnG8AIEbisT;64_DD_ledige leiding:ledige leiding:3345408;37.5487060209007;12.784;1.8;0.9579959536816768;0.0;0.6666666666666666
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;089wotvg9ANBLezzAJ45Yf;64_DD_ledige leiding:ledige leiding:3347642;24.9487060209006;12.784;1.8;0.37849910412089405;0.0;0.6666666666666666
0uTKpX65n4F8dUcjgdRsuD;0.10q;21.743000000000002;3.2395000000000014;2.7;08ewGV4wjFDvujDo9AuZnz;63_LF_Taurac_E1D14501 LED 2W vluchtwegarmatuur inbouw pijl boven:T3:3537943;16.9315480686512;14.404;2.4;0.009775471124095039;0.5000771724031482;0.8888888888888888
