room_id;room_name;room_length;room_width;room_height;lamp_id;lamp_name;x;y;z;x_norm;y_norm;z_norm
1S$f5UJPL6lvvbafDPKlIx;0.03d;2.6731249999999793;3.798500000000498;2.7;2cItPlyHHCagf8BrNhpjT2;63_LF_Sylvania Start Surface Slim IP54 Square 4000LM 2CCT D opbouw:S20:3484522;8.583493334128539;20.9153000000001;2.6;0.491744057658564;0.6875872054759133;0.9629629629629629
1S$f5UJPL6lvvbafDPKlDO;0.03a;2.078479866377579;2.1149999999994016;2.7;2cItPlyHHCagf8BrNhpjT4;63_LF_Sylvania Start Surface Slim IP54 Square 1900LM 2CCT D opbouw:S21:3484524;9.22201821625611;17.38;2.6;0.3249962116837641;0.5964539007093407;0.9629629629629629
1S$f5UJPL6lvvbafDPKlAI;0.07d;2.673124999999999;3.798500000000601;2.7;2cItPlyHHCagf8BrNhpjVa;63_LF_Sylvania Start Surface Slim IP54 Square 4000LM 2CCT D opbouw:S20:3484620;27.4834933341285;20.9153000000001;2.6;0.4917440576585458;0.6875872054759218;0.9629629629629629
1S$f5UJPL6lvvbafDPKlAo;0.07a;2.0784798663775987;2.1149999999994975;2.7;2cItPlyHHCagf8BrNhpjVc;63_LF_Sylvania Start Surface Slim IP54 Square 1900LM 2CCT D opbouw:S21:3484622;28.1220182162561;17.38;2.6;0.3249962116837653;0.5964539007094077;0.9629629629629629
1S$f5UJPL6lvvbafDPKexJ;0.12d;2.673124999999999;3.7985000000005007;2.7;2cItPlyHHCagf8BrNhpj43;63_LF_Sylvania Start Surface Slim IP54 Square 4000LM 2CCT D opbouw:S20:3484971;11.9745066658714;7.89694999999944;2.6;0.508255942341417;0.3135316572329295;0.9629629629629629
1S$f5UJPL6lvvbafDPKexp;0.12a;2.8699999999999974;5.983;2.7;20awYkbFLD5eOZMhSj_Emc;63_LF_Sylvania Start Pael 600x600 3200LM 840 LILO:S22:3202084;18.154;9.69274999999952;2.4;0.5;0.49920608390431565;0.8888888888888888
1S$f5UJPL6lvvbafDPKexp;0.12a;2.8699999999999974;5.983;2.7;20awYkbFLD5eOZMhSj_Emq;63_LF_Sylvania Start Pael 600x600 3200LM 840 LILO:S22:3202102;18.154;11.4927499999997;2.4;0.5;0.8000584990806787;0.8888888888888888
1S$f5UJPL6lvvbafDPKexp;0.12a;2.8699999999999974;5.983;2.7;20awYkbFLD5eOZMhSj_Emz;63_LF_Sylvania Start Pael 600x600 3200LM 840 LILO:S22:3202111;18.154;7.89274999999966;2.4;0.5;0.198353668728006;0.8888888888888888
1S$f5UJPL6lvvbafDPKexp;0.12a;2.8699999999999974;5.983;2.7;0cr5v9z6r6te8sszDMqjWa;63_LF_Wieland_contactdoos:contactdoos 4-voudig:3280855;18.6920099352691;10.8162726384394;2.6;0.6874599077592679;0.6869919168376066;0.9629629629629629
1S$f5UJPL6lvvbafDPKeq2;0.11e;6.554;6.284500000001289;2.7;2cItPlyHHCagf8BrNhpj2U;63_LF_Sylvania Start Surface Slim IP54 Square 4000LM 2CCT D opbouw:S20:3484854;2.6031316658708903;11.4437499999975;2.6;0.2493334857904929;0.8018537672046712;0.9629629629629629
